,Survived,Pclass,Sex,Age,Fare,Embarked,FamilyGroup,Type of Ticket,Title,Type of Cabin,AgeGroup
67,0.0,3.0,male,19.0,8.1583,S,0.0,S.P.,Mr,Unknown,Adult
68,1.0,3.0,female,17.0,7.925000000000001,S,6.0,Numeric,Miss,Unknown,Teen
69,0.0,3.0,male,26.0,8.662500000000001,S,2.0,Numeric,Mr,Unknown,Adult
70,0.0,2.0,male,32.0,10.5,S,0.0,C.A.,Mr,Unknown,Middle-aged
71,0.0,3.0,female,16.0,46.9,S,7.0,CA,Miss,Unknown,Teen
72,0.0,2.0,male,21.0,73.5,S,0.0,S.O.C.,Mr,Unknown,Adult
73,0.0,3.0,male,26.0,14.4542,C,1.0,Numeric,Mr,Unknown,Adult
74,1.0,3.0,male,32.0,56.4958,S,0.0,Numeric,Mr,Unknown,Middle-aged
75,0.0,3.0,male,25.0,7.649999999999999,S,0.0,Numeric,Mr,F,Adult
76,0.0,3.0,male,29.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
77,0.0,3.0,male,38.0,8.05,S,0.0,Numeric,Mr,Unknown,Middle-aged
78,1.0,2.0,male,0.8299999999999983,29.0,S,2.0,Numeric,Master,Unknown,Child
79,1.0,3.0,female,30.0,12.475000000000001,S,0.0,Numeric,Miss,Unknown,Adult
80,0.0,3.0,male,22.0,9.0,S,0.0,Numeric,Mr,Unknown,Adult
81,1.0,3.0,male,29.0,9.5,S,0.0,Numeric,Mr,Unknown,Adult
82,1.0,3.0,female,17.6,7.787500000000001,Q,0.0,Numeric,Miss,Unknown,Teen
83,0.0,1.0,male,28.0,47.1,S,0.0,Numeric,Mr,Unknown,Adult
84,1.0,2.0,female,17.0,10.5,S,0.0,SO/C,Miss,Unknown,Teen
85,1.0,3.0,female,33.0,15.850000000000001,S,3.0,Numeric,Mrs,Unknown,Middle-aged
86,0.0,3.0,male,16.0,34.375,S,4.0,W./C.,Mr,Unknown,Teen
87,0.0,3.0,male,23.6,8.05,S,0.0,SOTON/OQ,Mr,Unknown,Adult
88,1.0,1.0,female,23.0,263.00000000000006,S,5.0,Numeric,Miss,C,Adult
89,0.0,3.0,male,24.0,8.05,S,0.0,Numeric,Mr,Unknown,Adult
90,0.0,3.0,male,29.0,8.05,S,0.0,Numeric,Mr,Unknown,Adult
91,0.0,3.0,male,20.0,7.854199999999999,S,0.0,Numeric,Mr,Unknown,Adult
92,0.0,1.0,male,46.0,61.175,S,1.0,W.E.P.,Mr,E,Middle-aged
93,0.0,3.0,male,26.0,20.575,S,3.0,C.A.,Mr,Unknown,Adult
94,0.0,3.0,male,59.0,7.25,S,0.0,Numeric,Mr,Unknown,Senior
95,0.0,3.0,male,38.0,8.05,S,0.0,Numeric,Mr,Unknown,Middle-aged
96,0.0,1.0,male,71.0,34.6542,C,0.0,PC,Mr,A,Senior
97,1.0,1.0,male,23.0,63.3583,C,1.0,PC,Mr,C,Adult
98,1.0,2.0,female,34.0,23.0,S,1.0,Numeric,Mrs,Unknown,Middle-aged
99,0.0,2.0,male,34.0,26.0,S,1.0,Numeric,Mr,Unknown,Middle-aged
100,0.0,3.0,female,28.0,7.895800000000001,S,0.0,Numeric,Miss,Unknown,Adult
101,0.0,3.0,male,29.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
102,0.0,1.0,male,21.0,77.2875,S,1.0,Numeric,Mr,C,Adult
103,0.0,3.0,male,33.0,8.6542,S,0.0,Numeric,Mr,Unknown,Middle-aged
104,0.0,3.0,male,37.0,7.925000000000001,S,2.0,Numeric,Mr,Unknown,Middle-aged
105,0.0,3.0,male,28.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
106,1.0,3.0,female,21.0,7.649999999999999,S,0.0,Numeric,Miss,Unknown,Adult
107,1.0,3.0,male,30.4,7.774999999999999,S,0.0,Numeric,Mr,Unknown,Middle-aged
108,0.0,3.0,male,38.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Middle-aged
109,1.0,3.0,female,17.6,24.15,Q,1.0,Numeric,Miss,Unknown,Teen
110,0.0,1.0,male,47.0,52.0,S,0.0,Numeric,Mr,C,Middle-aged
111,0.0,3.0,female,14.499999999999998,14.4542,C,1.0,Numeric,Miss,Unknown,Teen
112,0.0,3.0,male,22.0,8.05,S,0.0,Numeric,Mr,Unknown,Adult
113,0.0,3.0,female,20.0,9.825,S,1.0,Numeric,Miss,Unknown,Adult
114,0.0,3.0,female,17.0,14.458300000000001,C,0.0,Numeric,Miss,Unknown,Teen
115,0.0,3.0,male,21.0,7.925000000000001,S,0.0,STON/O .,Mr,Unknown,Adult
116,0.0,3.0,male,70.5,7.75,Q,0.0,Numeric,Mr,Unknown,Senior
117,0.0,2.0,male,29.0,21.0,S,1.0,Numeric,Mr,Unknown,Adult
118,0.0,1.0,male,24.0,247.52080000000007,C,1.0,PC,Mr,B,Adult
119,0.0,3.0,female,2.0,31.275,S,6.0,Numeric,Miss,Unknown,Child
120,0.0,2.0,male,21.0,73.5,S,2.0,S.O.C.,Mr,Unknown,Adult
121,0.0,3.0,male,35.5,8.05,S,0.0,A.,Mr,Unknown,Middle-aged
122,0.0,2.0,male,32.5,30.0708,C,1.0,Numeric,Mr,Unknown,Middle-aged
123,1.0,2.0,female,32.5,13.0,S,0.0,Numeric,Miss,E,Middle-aged
124,0.0,1.0,male,54.0,77.2875,S,1.0,Numeric,Mr,C,Senior
125,1.0,3.0,male,12.0,11.241700000000002,C,1.0,Numeric,Master,Unknown,Teen
126,0.0,3.0,male,47.8,7.75,Q,0.0,Numeric,Mr,Unknown,Middle-aged
127,1.0,3.0,male,24.0,7.1417,S,0.0,C,Mr,Unknown,Adult
128,1.0,3.0,female,2.299999999999997,22.3583,C,2.0,Numeric,Miss,F,Child
129,0.0,3.0,male,45.0,6.975000000000001,S,0.0,Numeric,Mr,Unknown,Middle-aged
130,0.0,3.0,male,33.0,7.895800000000001,C,0.0,Numeric,Mr,Unknown,Middle-aged
131,0.0,3.0,male,20.0,7.050000000000001,S,0.0,SOTON/O.Q.,Mr,Unknown,Adult
132,0.0,3.0,female,47.0,14.5,S,1.0,A/.,Mrs,Unknown,Middle-aged
133,1.0,2.0,female,29.0,26.0,S,1.0,Numeric,Mrs,Unknown,Adult
134,0.0,2.0,male,25.0,13.0,S,0.0,C.A.,Mr,Unknown,Adult
135,0.0,2.0,male,23.0,15.0458,C,0.0,SC/PARIS,Mr,Unknown,Adult
136,1.0,1.0,female,19.0,26.2833,S,2.0,Numeric,Miss,C,Adult
137,0.0,1.0,male,37.0,53.1,S,1.0,Numeric,Mr,C,Middle-aged
138,0.0,3.0,male,16.0,9.2167,S,0.0,Numeric,Mr,Unknown,Teen
139,0.0,1.0,male,24.0,79.2,C,0.0,PC,Mr,B,Adult
140,0.0,3.0,female,29.0,15.2458,C,2.0,Numeric,Mrs,Unknown,Adult
141,1.0,3.0,female,22.0,7.75,S,0.0,Numeric,Miss,Unknown,Adult
142,1.0,3.0,female,24.0,15.850000000000001,S,1.0,STON/O.,Mrs,Unknown,Adult
143,0.0,3.0,male,19.0,6.7499999999999964,Q,0.0,Numeric,Mr,Unknown,Adult
144,0.0,2.0,male,18.0,11.5,S,0.0,Numeric,Mr,Unknown,Teen
145,0.0,2.0,male,19.0,36.75,S,2.0,C.A.,Mr,Unknown,Adult
146,1.0,3.0,male,27.0,7.7958,S,0.0,Numeric,Mr,Unknown,Adult
147,0.0,3.0,female,9.0,34.375,S,4.0,W./C.,Miss,Unknown,Child
148,0.0,2.0,male,36.5,26.0,S,2.0,Numeric,Mr,F,Middle-aged
149,0.0,2.0,male,42.0,13.0,S,0.0,Numeric,Rare,Unknown,Middle-aged
150,0.0,2.0,male,51.0,12.524999999999999,S,0.0,S.O.P.,Rare,Unknown,Senior
151,1.0,1.0,female,22.0,66.6,S,1.0,Numeric,Mrs,C,Adult
152,0.0,3.0,male,55.5,8.05,S,0.0,A..,Mr,Unknown,Senior
153,0.0,3.0,male,40.5,14.5,S,2.0,A/.,Mr,Unknown,Middle-aged
154,0.0,3.0,male,37.6,7.3125,S,0.0,Fa,Mr,Unknown,Middle-aged
155,0.0,1.0,male,51.0,61.3792,C,1.0,PC,Mr,Unknown,Senior
156,1.0,3.0,female,16.0,7.7333,Q,0.0,Numeric,Miss,Unknown,Teen
157,0.0,3.0,male,30.0,8.05,S,0.0,SOTON/OQ,Mr,Unknown,Adult
158,0.0,3.0,male,22.6,8.662500000000001,S,0.0,Numeric,Mr,Unknown,Adult
159,0.0,3.0,male,6.800000000000001,69.55,S,10.0,CA.,Master,Unknown,Child
160,0.0,3.0,male,44.0,16.1,S,1.0,Numeric,Mr,Unknown,Middle-aged
161,1.0,2.0,female,40.0,15.75,S,0.0,C.A.,Mrs,Unknown,Middle-aged
162,0.0,3.0,male,26.0,7.774999999999999,S,0.0,Numeric,Mr,Unknown,Adult
163,0.0,3.0,male,17.0,8.662500000000001,S,0.0,Numeric,Mr,Unknown,Teen
164,0.0,3.0,male,1.0,39.6875,S,5.0,Numeric,Master,Unknown,Child
165,1.0,3.0,male,9.0,20.525,S,2.0,Numeric,Master,Unknown,Child
166,1.0,1.0,female,41.8,55.0,S,1.0,Numeric,Mrs,E,Middle-aged
167,0.0,3.0,female,45.0,27.9,S,5.0,Numeric,Mrs,Unknown,Middle-aged
168,0.0,1.0,male,51.0,25.925,S,0.0,PC,Mr,Unknown,Senior
169,0.0,3.0,male,28.0,56.4958,S,0.0,Numeric,Mr,Unknown,Adult
170,0.0,1.0,male,61.0,33.5,S,0.0,Numeric,Mr,B,Senior
171,0.0,3.0,male,4.0,29.125,Q,5.0,Numeric,Master,Unknown,Child
172,1.0,3.0,female,1.0,11.133299999999998,S,2.0,Numeric,Miss,Unknown,Child
173,0.0,3.0,male,21.0,7.925000000000001,S,0.0,STON/O .,Mr,Unknown,Adult
174,0.0,1.0,male,56.0,30.6958,C,0.0,Numeric,Mr,A,Senior
175,0.0,3.0,male,18.0,7.854199999999999,S,2.0,Numeric,Mr,Unknown,Teen
176,0.0,3.0,male,5.0,25.4667,S,4.0,Numeric,Master,Unknown,Child
177,0.0,1.0,female,50.0,28.7125,C,0.0,PC,Miss,C,Middle-aged
178,0.0,2.0,male,30.0,13.0,S,0.0,Numeric,Mr,Unknown,Adult
179,0.0,3.0,male,36.0,0.0,S,0.0,LINE,Mr,Unknown,Middle-aged
180,0.0,3.0,female,8.8,69.55,S,10.0,CA.,Miss,Unknown,Child
181,0.0,2.0,male,28.8,15.05,C,0.0,SC/PARIS,Mr,Unknown,Adult
182,0.0,3.0,male,9.0,31.3875,S,6.0,Numeric,Master,Unknown,Child
183,1.0,2.0,male,1.0,39.0,S,3.0,Numeric,Master,F,Child
184,1.0,3.0,female,4.0,22.025,S,2.0,Numeric,Miss,Unknown,Child
185,0.0,1.0,male,47.89999999999999,50.0,S,0.0,Numeric,Mr,A,Middle-aged
186,1.0,3.0,female,25.0,15.5,Q,1.0,Numeric,Mrs,Unknown,Adult
187,1.0,1.0,male,45.0,26.55,S,0.0,Numeric,Mr,Unknown,Middle-aged
188,0.0,3.0,male,40.0,15.5,Q,2.0,Numeric,Mr,Unknown,Middle-aged
189,0.0,3.0,male,36.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Middle-aged
190,1.0,2.0,female,32.0,13.0,S,0.0,Numeric,Mrs,Unknown,Middle-aged
191,0.0,2.0,male,19.0,13.0,S,0.0,Numeric,Mr,Unknown,Adult
192,1.0,3.0,female,19.0,7.854199999999999,S,1.0,Numeric,Miss,Unknown,Adult
193,1.0,2.0,male,3.0,26.0,S,2.0,Numeric,Master,F,Child
194,1.0,1.0,female,44.0,27.7208,C,0.0,PC,Mrs,B,Middle-aged
195,1.0,1.0,female,58.0,146.5208,C,0.0,PC,Miss,B,Senior
196,0.0,3.0,male,47.8,7.75,Q,0.0,Numeric,Mr,Unknown,Middle-aged
197,0.0,3.0,male,42.0,8.4042,S,1.0,Numeric,Mr,Unknown,Middle-aged
198,1.0,3.0,female,17.6,7.75,Q,0.0,Numeric,Miss,Unknown,Teen
199,0.0,2.0,female,24.0,13.0,S,0.0,Numeric,Miss,Unknown,Adult
200,0.0,3.0,male,28.0,9.5,S,0.0,Numeric,Mr,Unknown,Adult
201,0.0,3.0,male,22.6,69.55,S,10.0,CA.,Mr,Unknown,Adult
202,0.0,3.0,male,34.0,6.495800000000003,S,0.0,Numeric,Mr,Unknown,Middle-aged
203,0.0,3.0,male,45.5,7.225000000000005,C,0.0,Numeric,Mr,Unknown,Middle-aged
204,1.0,3.0,male,18.0,8.05,S,0.0,A/,Mr,Unknown,Teen
205,0.0,3.0,female,2.0,10.462499999999999,S,1.0,Numeric,Miss,G,Child
206,0.0,3.0,male,32.0,15.850000000000001,S,1.0,Numeric,Mr,Unknown,Middle-aged
207,1.0,3.0,male,26.0,18.7875,C,0.0,Numeric,Mr,Unknown,Adult
208,1.0,3.0,female,16.0,7.75,Q,0.0,Numeric,Miss,Unknown,Teen
209,1.0,1.0,male,40.0,31.0,C,0.0,Numeric,Mr,A,Middle-aged
210,0.0,3.0,male,24.0,7.050000000000001,S,0.0,SOTON/O.Q.,Mr,Unknown,Adult
211,1.0,2.0,female,35.0,21.0,S,0.0,F.C.C.,Miss,Unknown,Middle-aged
212,0.0,3.0,male,22.0,7.25,S,0.0,A/,Mr,Unknown,Adult
213,0.0,2.0,male,30.0,13.0,S,0.0,Numeric,Mr,Unknown,Adult
214,0.0,3.0,male,47.8,7.75,Q,1.0,Numeric,Mr,Unknown,Middle-aged
215,1.0,1.0,female,31.0,113.275,C,1.0,Numeric,Miss,C,Middle-aged
216,1.0,3.0,female,27.0,7.925000000000001,S,0.0,STON/O.,Miss,Unknown,Adult
217,0.0,2.0,male,42.0,27.0,S,1.0,Numeric,Mr,Unknown,Middle-aged
218,1.0,1.0,female,32.0,76.2917,C,0.0,Numeric,Miss,C,Middle-aged
219,0.0,2.0,male,30.0,10.5,S,0.0,W/C,Mr,Unknown,Adult
220,1.0,3.0,male,16.0,8.05,S,0.0,SOTON/OQ,Mr,Unknown,Teen
221,0.0,2.0,male,27.0,13.0,S,0.0,Numeric,Mr,Unknown,Adult
222,0.0,3.0,male,51.0,8.05,S,0.0,Numeric,Mr,Unknown,Senior
223,0.0,3.0,male,29.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
224,1.0,1.0,male,38.0,90.0,S,1.0,Numeric,Mr,C,Middle-aged
225,0.0,3.0,male,22.0,9.350000000000001,S,0.0,PP,Mr,Unknown,Adult
226,1.0,2.0,male,19.0,10.5,S,0.0,SW/PP,Mr,Unknown,Adult
227,0.0,3.0,male,20.5,7.25,S,0.0,A/,Mr,Unknown,Adult
228,0.0,2.0,male,18.0,13.0,S,0.0,Numeric,Mr,Unknown,Teen
229,0.0,3.0,female,6.399999999999999,25.4667,S,4.0,Numeric,Miss,Unknown,Child
230,1.0,1.0,female,35.0,83.475,S,1.0,Numeric,Mrs,C,Middle-aged
231,0.0,3.0,male,29.0,7.774999999999999,S,0.0,Numeric,Mr,Unknown,Adult
232,0.0,2.0,male,59.0,13.5,S,0.0,Numeric,Mr,Unknown,Senior
233,1.0,3.0,female,5.0,31.3875,S,6.0,Numeric,Miss,Unknown,Child
234,0.0,2.0,male,24.0,10.5,S,0.0,C.A.,Mr,Unknown,Adult
235,0.0,3.0,female,30.2,7.550000000000001,S,0.0,W./C.,Miss,Unknown,Middle-aged
236,0.0,2.0,male,44.0,26.0,S,1.0,Numeric,Mr,Unknown,Middle-aged
237,1.0,2.0,female,8.0,26.25,S,2.0,C.A.,Miss,Unknown,Child
238,0.0,2.0,male,19.0,10.5,S,0.0,Numeric,Mr,Unknown,Adult
239,0.0,2.0,male,33.0,12.274999999999999,S,0.0,SCO/W,Mr,Unknown,Middle-aged
240,0.0,3.0,female,15.899999999999999,14.4542,C,1.0,Numeric,Miss,Unknown,Teen
241,1.0,3.0,female,17.6,15.5,Q,1.0,Numeric,Miss,Unknown,Teen
242,0.0,2.0,male,29.0,10.5,S,0.0,W./C.,Mr,Unknown,Adult
243,0.0,3.0,male,22.0,7.125,S,0.0,STON/O .,Mr,Unknown,Adult
244,0.0,3.0,male,30.0,7.225000000000005,C,0.0,Numeric,Mr,Unknown,Adult
245,0.0,1.0,male,44.0,90.0,Q,2.0,Numeric,Rare,C,Middle-aged
246,0.0,3.0,female,25.0,7.774999999999999,S,0.0,Numeric,Miss,Unknown,Adult
247,1.0,2.0,female,24.0,14.5,S,2.0,Numeric,Mrs,Unknown,Adult
248,1.0,1.0,male,37.0,52.5542,S,2.0,Numeric,Mr,C,Middle-aged
249,0.0,2.0,male,54.0,26.0,S,1.0,Numeric,Rare,Unknown,Senior
250,0.0,3.0,male,39.0,7.25,S,0.0,Numeric,Mr,Unknown,Middle-aged
251,0.0,3.0,female,29.0,10.462499999999999,S,2.0,Numeric,Mrs,G,Adult
252,0.0,1.0,male,62.0,26.55,S,0.0,Numeric,Mr,C,Senior
253,0.0,3.0,male,30.0,16.1,S,1.0,A/.,Mr,Unknown,Adult
254,0.0,3.0,female,41.0,20.2125,S,2.0,Numeric,Mrs,Unknown,Middle-aged
255,1.0,3.0,female,29.0,15.2458,C,2.0,Numeric,Mrs,Unknown,Adult
256,1.0,1.0,female,39.4,79.2,C,0.0,PC,Mrs,Unknown,Middle-aged
257,1.0,1.0,female,30.0,86.5,S,0.0,Numeric,Miss,B,Adult
258,1.0,1.0,female,35.0,512.3292,C,0.0,PC,Miss,Unknown,Middle-aged
259,1.0,2.0,female,50.0,26.0,S,1.0,Numeric,Mrs,Unknown,Middle-aged
260,0.0,3.0,male,47.8,7.75,Q,0.0,Numeric,Mr,Unknown,Middle-aged
261,1.0,3.0,male,3.0,31.3875,S,6.0,Numeric,Master,Unknown,Child
262,0.0,1.0,male,52.0,79.65,S,2.0,Numeric,Mr,E,Senior
263,0.0,1.0,male,40.0,0.0,S,0.0,Numeric,Mr,B,Middle-aged
264,0.0,3.0,female,26.5,7.75,Q,0.0,Numeric,Miss,Unknown,Adult
265,0.0,2.0,male,36.0,10.5,S,0.0,C.A.,Mr,Unknown,Middle-aged
266,0.0,3.0,male,16.0,39.6875,S,5.0,Numeric,Mr,Unknown,Teen
267,1.0,3.0,male,25.0,7.774999999999999,S,1.0,Numeric,Mr,Unknown,Adult
268,1.0,1.0,female,58.0,153.46250000000003,S,1.0,PC,Mrs,C,Senior
269,1.0,1.0,female,35.0,135.63330000000002,S,0.0,PC,Miss,C,Middle-aged
270,0.0,1.0,male,51.0,31.0,S,0.0,Numeric,Mr,Unknown,Senior
271,1.0,3.0,male,25.0,0.0,S,0.0,LINE,Mr,Unknown,Adult
272,1.0,2.0,female,41.0,19.5,S,1.0,Numeric,Mrs,Unknown,Middle-aged
273,0.0,1.0,male,37.0,29.7,C,1.0,PC,Mr,C,Middle-aged
274,1.0,3.0,female,17.6,7.75,Q,0.0,Numeric,Miss,Unknown,Teen
275,1.0,1.0,female,63.0,77.9583,S,1.0,Numeric,Miss,C,Senior
276,0.0,3.0,female,45.0,7.75,S,0.0,Numeric,Miss,Unknown,Middle-aged
277,0.0,2.0,male,23.2,0.0,S,0.0,Numeric,Mr,Unknown,Adult
278,0.0,3.0,male,7.0,29.125,Q,5.0,Numeric,Master,Unknown,Child
279,1.0,3.0,female,35.0,20.25,S,2.0,C.A.,Mrs,Unknown,Middle-aged
280,0.0,3.0,male,65.0,7.75,Q,0.0,Numeric,Mr,Unknown,Senior
281,0.0,3.0,male,28.0,7.854199999999999,S,0.0,Numeric,Mr,Unknown,Adult
282,0.0,3.0,male,16.0,9.5,S,0.0,Numeric,Mr,Unknown,Teen
283,1.0,3.0,male,19.0,8.05,S,0.0,A/.,Mr,Unknown,Adult
284,0.0,1.0,male,40.8,26.0,S,0.0,Numeric,Mr,A,Middle-aged
285,0.0,3.0,male,33.0,8.662500000000001,C,0.0,Numeric,Mr,Unknown,Middle-aged
286,1.0,3.0,male,30.0,9.5,S,0.0,Numeric,Mr,Unknown,Adult
287,0.0,3.0,male,22.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
288,1.0,2.0,male,42.0,13.0,S,0.0,Numeric,Mr,Unknown,Middle-aged
289,1.0,3.0,female,22.0,7.75,Q,0.0,Numeric,Miss,Unknown,Adult
290,1.0,1.0,female,26.0,78.85,S,0.0,Numeric,Miss,Unknown,Adult
291,1.0,1.0,female,19.0,91.0792,C,1.0,Numeric,Mrs,B,Adult
292,0.0,2.0,male,36.0,12.875,C,0.0,SC/Paris,Mr,C,Middle-aged
293,0.0,3.0,female,24.0,8.850000000000001,S,0.0,Numeric,Miss,Unknown,Adult
294,0.0,3.0,male,24.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
295,0.0,1.0,male,42.5,27.7208,C,0.0,PC,Mr,Unknown,Middle-aged
296,0.0,3.0,male,23.5,7.229199999999999,C,0.0,Numeric,Mr,Unknown,Adult
297,0.0,1.0,female,2.0,151.55,S,3.0,Numeric,Miss,C,Child
298,1.0,1.0,male,51.0,30.5,S,0.0,Numeric,Mr,C,Senior
299,1.0,1.0,female,50.0,247.52080000000007,C,1.0,PC,Mrs,B,Middle-aged
300,1.0,3.0,female,17.6,7.75,Q,0.0,Numeric,Miss,Unknown,Teen
301,1.0,3.0,male,25.8,23.25,Q,2.0,Numeric,Mr,Unknown,Adult
302,0.0,3.0,male,19.0,0.0,S,0.0,LINE,Mr,Unknown,Adult
